,BGauss,CGauss,Jensen,Larsen,NGauss,SBGauss,TurboGauss,TurboJensen,ZGauss,Fuga
0,3.8800267273512614,2.1238998934211195,2.0624422773276736,2.89212066892513,2.3151506459706916,2.0138035054715258,2.237137971631014,2.184882303629262,2.0984623969691736,3.92745960902695
1,3.8744698238017925,2.030978284797481,2.715441384625254,2.8351565958261724,2.71247224803759,1.7961060765195942,2.251340768794449,2.113637765413912,2.2958114177960383,3.7514511802986545
2,4.367602610009053,3.6798730294166346,3.527011792357431,3.279582408359658,4.009928883914383,2.948393145875381,4.593006296659554,3.7622338551724726,3.134931070151619,2.604636731976761
3,3.895556700370003,2.1821218740463006,2.9150780348486856,2.903179217716406,3.039911871041242,1.9862033849872835,2.680888907249686,2.288464471382952,2.2196680364085966,3.5582296948552528
4,1.2119367664746532,1.352573595282549,1.5356195411713514,1.5979387280538688,1.435743798720173,1.6029892228415814,1.0733979628775971,1.577199442692743,1.4768590054937085,1.8147748435890638
5,4.128554782168544,2.638041251830729,2.1952970603515114,3.1742578472669662,2.514886497268836,2.4089992655055954,2.579409684743464,2.4522639062522207,2.210934764491943,4.084323327768138
6,3.319128186251781,2.91248239792273,2.9115442002983656,2.7718887437147703,3.1278774919297487,2.2625097870036983,3.6850510527907963,3.0006872034150587,2.61429773237713,2.1904925856349053
7,4.476551918074336,3.6228392809766046,3.7850525992735404,3.568712204223074,4.478282770005463,3.1513590493159778,4.80885908392819,4.1426020955710285,3.154886385909243,2.8085989565959495
8,1.3003263261138007,1.4770323353773704,1.6267666977298125,1.6668790130949562,1.5501397749568273,1.6929248635414829,1.1751302624206745,1.6589178373851627,1.5880841840479725,1.8072679083555772
9,4.36904566293834,2.920389608492531,3.7226640453456707,3.518557412765085,4.255317234761941,2.893258380216538,3.9901831176057834,3.4113798042081314,2.5677887523718574,3.1881423905618913
10,4.537766971656748,3.7158459935432724,3.82929010592498,3.6344344038022953,4.54362422551945,3.218719550100255,4.889534196672004,4.201445547271784,3.2266481558526197,2.8817382258176716
11,4.547958716327062,3.705423025810437,3.8508060703704334,3.641000241791555,4.551201400082886,3.2258737629734955,4.887763840150635,4.213348949279973,3.2293408795919105,2.8879529513933906
12,4.5204983519616775,3.254078352344188,3.925577037826686,3.689780820631143,4.666628677660895,3.081730269302075,4.757215513194164,4.039329133823563,2.908212319942204,2.848611900957191
13,5.503940012804861,4.444589083281757,3.564537559602766,4.115626256544495,4.179753029417831,4.158064270842235,4.393476236782964,4.151062058738607,3.1884573760842057,4.622334821430637
14,4.246926752804859,3.5867914621334784,3.5255065529096212,3.301670292271101,3.8623679004308915,2.893831281632167,4.556895619557279,3.6992613873010636,3.1463964594899663,2.5810959372234112
15,3.8336142695196243,1.9740129053017432,2.638916602452136,2.7681636384179655,2.668596883402859,1.73659294315516,2.208272186290205,2.079360054374844,2.1953009717573972,3.60960095860813
16,2.79979798584784,2.503034064842283,2.574175867174662,2.431136111162899,2.558959003848394,1.9884338823541399,3.0179940268704346,2.642799406691342,2.324021101401415,2.063942454590886
17,3.8275666314400723,1.9020162384482315,2.2159604632662524,2.7146518055228737,2.244955525516727,1.7765424286621048,2.045500632839028,2.061075199919305,2.093860095510362,3.716591082763415
18,4.526852453535345,3.580420104288325,3.8599711804504673,3.6197136052432874,4.4859603395701235,3.151827230267316,4.798031745316125,4.214772416550135,3.1629219660878607,2.825579401126744
19,4.265659015699309,3.6039744554831397,3.5711864197607204,3.3694085063937464,3.8709543458595084,2.94830982683162,4.607295529108703,3.7553430585691627,3.1674047691707203,2.662026387143258
20,1.1955283233198788,1.3211203470459822,1.5150962188514452,1.5748874754001378,1.4148896950690815,1.573609646514965,1.058897960700643,1.5577722458484151,1.4439318812490296,1.7941045347338695
21,3.8870540460214382,2.1060548311331746,2.8262871620380445,2.8827107348817447,2.8506653428113586,1.8584033719367126,2.388456652606756,2.16845112172749,2.3241202072014167,3.7611425952187374
22,4.229915787181208,2.679951532626093,3.542895898816499,3.3293898358614307,3.960787195783847,2.6948661882546614,3.636806457688397,3.080817387986707,2.4311374263999412,3.3998299321233563
23,1.5268311870186828,1.656048109652254,1.76140678949477,1.8142772810430707,1.7343701075948685,1.7308280225492085,1.4366803223639455,1.82036272034169,1.7238405944328856,1.8369969392219199
24,4.59066767076317,3.3621052132192455,2.629693524182345,3.4915644461760507,3.114136546204456,3.1124104560848433,3.2593136543371286,3.0709889669822283,2.4642555397847805,4.244372032913851
25,1.1933943109702336,1.3226333526944507,1.5148561628127597,1.5799357055184884,1.4138896771859069,1.577810833491569,1.0575644381225946,1.5608990599478398,1.4443867551219234,1.8172380228221585
26,3.0001027574141674,2.681087259007045,2.7211979037520604,2.5677403304804396,2.778311250916649,2.1002931851460533,3.3034471019723846,2.787401231635444,2.467984967010417,2.125786433591373
27,4.5212096170146445,3.383582665022744,3.9282957683081245,3.7247558769946973,4.6036246834689365,3.1377034219042144,4.79000373977636,4.095477746545212,2.970064583570099,2.839081040037945
28,1.3410611391843912,1.525703305616441,1.660086389823903,1.6975520754519735,1.594981649955333,1.7169445273255115,1.2228375148980108,1.6972795465193171,1.6177804125274724,1.823935723143495
29,1.6364419977389792,1.7227440702833274,1.8184274858635914,1.8819423774846122,1.8107010146147142,1.7386646125836205,1.5878992221312715,1.8948919633944967,1.7982105316052304,1.845674255179555
30,4.467115405601547,3.6779462630960857,3.7381802799636805,3.565708702818686,4.464354628000626,3.1445039978637137,4.830347793393463,4.121452115365982,3.1680710351220593,2.8162804100773884
31,1.4896152728247383,1.6506951353208157,1.7557748325590452,1.8032503769007775,1.7197556222868546,1.7571024779007478,1.390518649732749,1.8104309082547996,1.7162953477051595,1.8610744458324149
32,4.632382456814838,3.3303522493774573,4.078678159149752,3.89703423383612,4.751931605695384,3.2315937722581087,4.690372000540743,4.069406578916572,2.8605958252505306,3.121820912385347
33,2.720236822104084,2.4435954062078524,2.5299238205637358,2.396358751527867,2.500788336056811,1.970509788563405,2.9141217263639585,2.6026527158007675,2.269902160701063,2.0478418361097193
34,3.4966818240805044,3.069713717184613,3.055386240804967,2.9250469350144614,3.309320067261857,2.3980357657950773,3.887384545200481,3.1592430234793722,2.754452390786933,2.3328907795955636
35,1.4535058302181425,1.6281385195081006,1.7366227995689951,1.77928851920554,1.6956016107311556,1.7542503725128926,1.3496896279423896,1.786702003965605,1.6947278660785041,1.8634899980485435
36,4.503039708321603,3.5566223244498296,3.8366842382751094,3.596775196356647,4.46233107275167,3.1282426079768286,4.773060852822361,4.191609852405268,3.1397213825090593,2.8005755917004294
37,4.506951243989272,3.8064284941951354,3.640840602734242,3.4097105094714406,4.1873562978287815,3.0828354801878004,4.757501106961917,3.9061395510735313,3.240045676025596,2.7490234065934596
38,1.6647004165995138,1.760091883946337,1.8494555050945278,1.915920597050725,1.8410940523513049,1.777592104737295,1.6186654275899235,1.9260200811476507,1.8353037128279286,1.888610655809899
39,3.6709146061583224,3.188915123725627,3.1593835856042265,3.03325573688301,3.4551660356917355,2.526795171901953,4.082837869041135,3.3103653969116484,2.8619917867348654,2.4383362694130373
40,2.179593063774119,2.1273457354281815,2.2024193853723584,2.2252125581483044,2.2064007082387276,1.9159758017706856,2.3524034949105648,2.3204912696456486,2.0764508336571263,1.967013307211329
41,2.448925770147929,2.2606910019691084,2.358372251257555,2.2622284532364225,2.311517441109564,1.8911994379176404,2.6186938628617646,2.4375175877357265,2.1216141450186887,1.9594235478077322
42,2.282341199314389,2.184846004673149,2.2662796479957894,2.251067908874852,2.2441916950829786,1.9057517230277603,2.456511860312522,2.362838762104725,2.0939741250938213,1.9681624667838737
43,1.2361473072761227,1.3971444429516053,1.5674097817816504,1.6282615355371182,1.4683442928973447,1.6421160280214158,1.0996010886870988,1.6039346153175507,1.5219861498539808,1.8223328841442687
44,3.783740829480927,3.2516778693686734,3.1898847475794905,3.105279239555035,3.5065306094093853,2.623926433533702,4.247061442722677,3.396620024762858,2.9016176546828962,2.40938249887493
45,2.2366783482140677,2.1421633787877608,2.224766275585917,2.214393529217446,2.205883537171829,1.8708046278940003,2.407995313181303,2.324611784801918,2.056013829447138,1.925733480191254
46,4.478684373890798,3.71169998130788,3.5812975845787363,3.463038570370052,4.286411451738389,3.0654721283622512,4.806477916468118,3.9468005064416127,3.1671151971583313,2.7335261402680446
47,4.268022963225548,2.829920147329741,2.3141962140684678,3.2430209467360673,2.726907544387678,2.582874141354437,2.8437890620134985,2.662843775836092,2.1952477662691687,3.942854620301085
48,1.7060290697661968,1.7712178901558278,1.8536392832440962,1.9179060342035172,1.8547175084442504,1.7361324238271298,1.6909387788797976,1.9458495801375635,1.8323955031832935,1.835907481607079
49,4.595490176421307,3.278843887829,4.016532757521596,3.890069095040647,4.641157993983945,3.1743250741873723,4.47989569698206,3.874737882052516,2.8076603850725617,3.213855062931892
50,1.3982311426568632,1.5786761050605032,1.698516306332666,1.7351000049909144,1.6481026825358018,1.7310693674483635,1.2878677580642104,1.7437544955175244,1.6505052978202168,1.8379700856867565
51,1.1968315585564766,1.3339497262481876,1.52143804475191,1.5907376497611954,1.4201063268131662,1.5902585514271694,1.0609554354894046,1.5693838048564253,1.4552800982246668,1.8395486909779462
52,2.3697374162181224,2.244142647893562,2.333403503710608,2.289269085230289,2.294706057602765,1.937250337505984,2.544488649847575,2.4152315858646025,2.1356649330791377,2.008667836809179
53,4.513668577875784,3.1365992959336007,3.9148066366457632,3.732143628162892,4.49554509373874,3.0669540679349065,4.283207066862842,3.6764236371245165,2.7332584090003307,3.205510442434549
54,4.492121393516049,3.6694515828576066,3.78533802803723,3.590395464952655,4.499261514206699,3.1743650314806673,4.841598453018522,4.156817334240392,3.181702587156906,2.833391388158279
55,4.466858711870593,3.7408364980385937,3.581234879501328,3.39096638558562,4.190522696587876,3.0380509950473575,4.742362279648505,3.8753023938091755,3.195345027767312,2.718254198902964
56,3.8428260563690095,1.912797831193783,2.3138864424838506,2.7289597668802252,2.321453390107995,1.761314157633425,2.0506364766979526,2.06075383264523,2.141497551817501,3.726465941881258
57,4.141393647134449,3.4978159032198626,3.4716405576096587,3.3108414509212674,3.771337105368843,2.8653388319052477,4.517975680900009,3.6703857502099297,3.070389718044458,2.597466510483213
58,2.985555713983486,2.6662886616127,2.7065782233120586,2.5529430447846404,2.764377403423531,2.0852177036260318,3.28884039269663,2.7728664389506377,2.452860414523357,2.108456559735232
59,4.5562216159907205,3.728582963102217,3.850785894044729,3.651799604740654,4.5614137194800835,3.23630803373876,4.904844660766802,4.220244059833324,3.242453789551795,2.8997693541564913
60,4.575014474767573,3.297108691730996,4.0083465905421924,3.8862692720951073,4.652272131081412,3.16625874444322,4.517933591189927,3.9107700353409247,2.7910440390137015,3.1392772958409862
61,3.8669858103645516,2.029542512636783,2.718294345599402,2.8272546552928004,2.7257667015129843,1.7905380963066402,2.2621571633875655,2.1131353449806443,2.2789562746145866,3.7222983600965347
62,2.6292013551429907,2.4102453820023704,2.4949021712106147,2.3946517408767543,2.457036136626188,2.001088070432705,2.803148261284632,2.5841365617293977,2.256815862780547,2.082689208119259
63,4.926917188962167,3.7700197876296673,2.9986778279891,3.699286877347198,3.5613061926162497,3.5017791309717174,3.7253601233143323,3.5088699923775444,2.690617198579122,4.303543578558275
64,4.386109257081841,3.6179437678645043,3.6182851568802534,3.4734276735865515,4.340375726460508,3.048003939665408,4.7486141093411405,4.003544101142951,3.0831794670718757,2.716925835925868
65,4.63452778099382,3.3536992293518053,4.073955846083292,3.8335777215062046,4.803480531396112,3.2397569409812457,4.838147258519037,4.155480655702761,2.961856418391661,3.0418569231906463
66,3.3890419229842985,2.9751451605624712,2.9671183102960548,2.8316047282244208,3.2020171740732857,2.3114748392945375,3.765992791711896,3.0620439100892622,2.669986001412849,2.2446711574262466
