,BGauss,CGauss,Jensen,Larsen,NGauss,SBGauss,TurboGauss,TurboJensen,ZGauss
0,10.146249330908512,9.53762522321531,10.256905422225346,12.912867203509185,11.100304239027647,8.015803695736935,12.535025934296886,9.960416580311426,11.60776600151733
1,9.86040725110802,8.251764984741177,9.700253736392185,11.005368264591677,9.556468210560654,7.566744335742433,11.958442615629005,9.57041292758865,10.872112349480616
2,9.939518255157475,2.839715808926439,6.533015478804086,2.637376362634919,6.103747995251473,5.179711888814565,10.527504491864786,7.241236977690732,4.521207943697967
3,9.655989365390626,7.388942719378369,9.253251087360027,9.821817761262377,8.68459541666168,7.16694364488525,11.62103460328829,9.249613159084225,10.324246021875515
4,9.085323928123024,1.9531245622842026,4.209613336958217,2.3298757862268875,3.693596979978444,3.705426824349685,11.032206533517671,3.755304997058294,1.9244375139091792
5,10.409897854421688,10.016180690812417,10.55153272066564,13.706392291434918,11.910510430737544,8.229183665325758,12.835431366497351,10.127722402386484,11.953763648330794
6,10.662386785926156,2.373301452142697,6.535107651405663,2.5425389461699974,5.4583038670870465,5.513927518606544,11.812545173009761,6.9015714232563585,3.3962430671585544
7,9.510487473649649,3.4070874204900394,6.523528663488768,3.1188625070886227,6.209017573044724,4.988229670470267,10.285482125545482,7.222270370052515,5.436777331112091
8,9.55405635077115,1.9295383025564665,4.56707332973344,2.2940773687900338,3.8182666818019753,4.047518733173117,11.746429476622804,4.093290114637209,2.062881393687806
9,9.272774302975328,5.851986799963689,8.109273369250577,7.1576260536583725,7.151289520486705,6.171676411017718,10.889947744202447,8.24410748470292,8.966837096425031
10,9.516481358581578,3.3776346870016885,6.502345222577333,3.058040188349144,6.179569151766427,4.974577005575244,10.263709189929884,7.191079357599827,5.391230165858395
11,9.500274818229473,3.4084208603465798,6.508254466300071,3.0896871234020558,6.183363928094243,4.9733087349200025,10.260744911835767,7.195475151065772,5.433218264887916
12,9.210691150133107,4.315597178865021,6.931591586984028,4.4540597289467625,6.304310821836203,5.160196698031266,10.459845367689502,7.336847847323508,7.007186035894843
13,11.595731193914952,11.748934862625147,11.767404589352616,16.140306160978955,14.574403320252275,9.145937805895588,13.95250643229677,10.770413281122881,13.157703002332799
14,10.07592395870286,2.696078685043809,6.5840520266837315,2.5477628326555806,6.024402846914408,5.281895414372083,10.6771513975816,7.208435078544814,4.180237774460746
15,9.829721994751022,8.20004013845694,9.643009972076824,10.947337604571,9.494994459782305,7.51537624706128,11.933948303162067,9.558922724884802,10.823835986114174
16,10.779064055234223,2.240510643507457,6.247636526417001,2.4285594861043527,5.0023650171422185,5.432197400178089,12.5502095507289,6.3878398533592975,3.043070982042975
17,9.950681171423987,8.909646948192119,9.95288359133843,11.950495450554664,10.239544718014667,7.772020010668705,12.228134395637023,9.767758838394453,11.215507190290314
18,9.43993783017725,3.56732130525279,6.552324275555234,3.2878845110194295,6.218492879408007,4.976260581217625,10.27518172480195,7.252368404677773,5.6761849711909935
19,10.108525898277836,2.6421770602870454,6.556510930301464,2.5023857769333167,5.950119700637315,5.277503750363099,10.734492860752233,7.130798067637377,4.071296295096392
20,9.050278801403797,1.9519153992677685,4.184388048704901,2.327503564355018,3.6752421044765637,3.684040705464956,10.977321885883057,3.731215032392679,1.9150605425847147
21,9.824739532060487,8.028110970680586,9.602521132321101,10.689321864430804,9.33258328417116,7.4745141221850515,11.871957280067933,9.487723194783067,10.744792917737433
22,9.360778617099262,6.240782490408335,8.483126735626023,7.981685147721198,7.5569249436068,6.518489611576301,11.103573114904725,8.575404721485148,9.407985381397348
23,10.030186310774168,1.95379937795725,4.96177455181921,2.2428214984811157,3.991866456087108,4.391479443418205,12.453649889525579,4.537008209108585,2.2725926792022415
24,10.840975097202145,10.693512284231051,10.962070559213613,14.706638141225353,13.021579513692394,8.526536942549944,13.261664549815114,10.362995939780301,12.420002232512394
25,8.98793885540842,1.9577210785345318,4.13823581877495,2.3387934396624575,3.6640839538754353,3.6329885205406773,10.89064091663574,3.692508339850747,1.903109893959376
26,10.774600670299078,2.2884895057745593,6.363438241095275,2.472677497980228,5.168267339890396,5.467834082506002,12.278336463200723,6.596793640462806,3.1743673601543536
27,9.263476562671007,4.074950226131099,6.781664936930218,4.01739254831321,6.269149465639082,5.032214435963734,10.39220591825292,7.262563291067933,6.58744907762365
28,9.673397007407026,1.9243118684714577,4.659450331146346,2.285983004600876,3.858832626992345,4.12697461526027,11.929118484657202,4.190949800188467,2.1056536392501006
