,BGauss,CGauss,Jensen,Larsen,NGauss,SBGauss,TurboGauss,TurboJensen,ZGauss
0,3.137003740618434,5.967885352617088,5.825876127689648,5.3266542040107465,4.911872545353603,5.3763877327887215,3.5633644250576206,6.20164478031326,5.408477266906219
1,2.684529100372442,4.5576523246958045,4.9932748563858524,4.263365399983454,3.7796610986371904,4.479015594427193,3.138075183719912,5.353531202144693,4.627484841335036
2,1.6399683366859645,1.169513387021677,1.8013363208267907,1.1693062858852785,0.9767213885969279,1.0036431455422055,1.374064259839766,1.8142355216140074,0.9586299787455899
3,2.5161919206180756,4.36459478179459,4.4779245385997095,4.271198406687271,3.637839597704029,3.9796944390655344,3.0024638675615853,4.887158126792909,4.615572033861572
4,2.923431195394717,4.380900792383728,4.12681734314932,4.490962930732138,3.999582809319805,4.091940262559212,2.684482281768299,4.240897148297721,4.395484005741823
5,3.5636842548325456,7.718006740712012,6.286408188289888,7.025797845851062,6.943356644074095,5.98522188529978,4.039041131037552,6.64474318136719,6.380151586001066
6,2.1321670051464574,0.8597938444467599,1.463771338295507,0.9686281935413137,0.8911009723171412,0.7153755760063746,1.2632384797034297,1.5516591998129057,0.8701523799452824
7,1.6296160224260998,1.1444072402327725,1.9274778372178973,1.3602950110690795,1.2469970567122537,1.0471292831112577,1.8150557730637822,1.8728017448061014,1.3391324842971772
8,3.057021301095814,4.000015543940865,3.862742812174548,4.231886806056193,3.7445128647369734,3.74081725390944,2.5716835882606435,3.8706951600589736,4.134867850659235
9,2.380849581312446,3.3247813131781725,3.582414119453581,3.689152306444149,3.0700694954273735,3.2086842493060237,2.988485194751955,4.1782699930909475,4.074308588540628
10,1.6616617576798987,1.1271869657394968,1.9226865984501729,1.3945575413767775,1.246500996371916,1.0271433875256526,1.8394135481852258,1.8743098963697735,1.353995029841532
11,1.6682477155918443,1.1307967866406636,1.9306396743086187,1.3749888950591627,1.2496535344447164,1.0419546694384059,1.8558418475528693,1.8805559387460677,1.3566022365601427
12,1.984073089147097,1.6453892888985329,2.312302334888917,2.1581253161851617,1.7391277779857544,1.7081328227027655,2.4972005519395086,2.602516024071704,2.2600262313449546
13,5.8293087413982985,8.110424472625292,7.8317339983714955,7.128573394247725,8.131592554334766,7.86234219478236,5.955144106615121,7.799987464982124,7.7735197401068215
14,1.756295168797036,1.1976515576689468,1.728701491844338,1.1885115619797648,0.9205245982342706,0.9519535087816299,1.3508216559310582,1.7960730413318187,0.9094014177187362
15,2.667427977260196,4.447136586977379,4.868796203005603,4.171851576226169,3.708339937140369,4.355111879608913,3.086176093816591,5.228029166638191,4.503912414242754
16,2.3524917820773905,0.8272313090295049,1.4681444670206,1.0544228093892365,1.1069037996190245,0.7441207796739953,1.4604924481593622,1.4748596986870528,0.9827964518890512
17,2.8527942832759403,5.6891736245413815,5.279658788109305,5.337303115650984,4.681945662066854,4.798912830320494,3.2833649867280124,5.7314414662643625,5.28483485126624
18,1.6682093670682963,1.1648805073122483,1.970367087790365,1.3112577557973557,1.2646887870408825,1.1297559464223095,1.9283320526664673,1.9116149184941138,1.348629500221017
19,1.8623450776421562,1.093436994267059,1.6804634521007735,1.087956130215353,0.9010393314450033,0.8867302763910831,1.4059392888528346,1.7267909622988802,0.888011776563074
20,2.880028900600542,4.3864113385960035,4.111648618620746,4.484703579994238,3.9904746954574604,4.082439417849523,2.6652535586923114,4.237387520629677,4.387325106980603
21,2.636785565084791,4.5310547050878816,4.881969862158987,4.276393825918684,3.7490619569349155,4.369565497037919,3.1066749536071,5.245912760940547,4.666608197581419
