,BGauss,CGauss,Jensen,Larsen,NGauss,SBGauss,TurboGauss,TurboJensen,ZGauss,Fuga
0,4.164598308134636,5.334061117729196,5.414003373498664,5.483999544331008,5.257943753896938,5.087771871466471,4.211790108747404,5.377193875663382,5.429150682951025,3.92745960902695
1,3.9970767297094527,4.933007960873746,5.167945127619447,4.976374070208111,4.88093854158776,4.888322242969894,4.087759549409689,5.159405270146546,5.07871121178161,3.7514511802986545
2,2.343480427979899,2.726151184063965,2.882916818922696,2.7966880686561857,2.7733792188501933,2.557612809661397,2.399058628697376,2.806193168941518,2.7846580731281185,2.604636731976761
3,3.7579982554591105,5.14481446930052,4.865428808956182,5.32283170621846,5.030083793986179,4.613114656605127,3.913946799227578,4.943572900743165,5.137298901231818,3.5582296948552528
4,1.279025696963843,1.3866316053801433,1.4471253032078504,1.2997060858077325,1.344248521185808,1.3206391373455362,1.3781056768970585,1.4278721175679367,1.3586791639616353,1.8147748435890638
5,4.412076931953658,6.7276890107349665,5.563209806160969,7.094588334261228,6.840623684325357,5.371804259061437,4.5647215517600905,5.634284173293491,6.113718147979499,4.084323327768138
6,1.926772693838309,2.1230734648466867,2.2697615431333564,2.199686938181871,2.159478225139419,2.039264840898928,1.9413702852101384,2.233872862031059,2.221108069896395,2.1904925856349053
7,2.700983168813533,3.362964584255141,3.3312369303045783,3.5168934197455206,3.3698443969697283,3.0473646852758374,2.741513565458439,3.2891296976228492,3.372354740104782,2.8085989565959495
8,1.300348818081972,1.3926934542020941,1.4842062804637377,1.2881715877451143,1.3146855136235167,1.3351826464051297,1.3424308910602767,1.4399941888449532,1.3733237847010227,1.8072679083555772
9,3.426953412235977,4.789779361998721,4.44348824420737,5.0186789297356045,4.701575064028958,4.181566387025582,3.5949030743059245,4.502071968847362,4.800607309955144,3.1881423905618913
10,2.7411089226656666,3.4529646645883356,3.3805260230283505,3.6450674675025176,3.462207222098564,3.0960834373550687,2.781743643367058,3.3533829412338094,3.4955218148465512,2.8817382258176716
11,2.757536665071079,3.444037093353757,3.395175676542099,3.6074576044929514,3.446808673035228,3.1153022117559983,2.7976416771086745,3.360771857845285,3.4741395460626117,2.8879529513933906
12,2.9830701748763295,3.925798460834577,3.834601357182741,4.118240657986991,3.8881138837019993,3.5563647011796324,3.0620733813898524,3.792178844446683,3.869004387374492,2.848611900957191
13,5.265514417443871,6.722721329983146,6.430563742978629,7.105112084621494,7.013059411218372,6.524448882124729,6.082290113675583,6.637456539120741,6.414983121625292,4.622334821430637
14,2.2630795189790796,2.5230304094843543,2.729300820522144,2.5192742316183523,2.5572422927289327,2.471516361029561,2.310739620376563,2.6177833939444564,2.5644873741231495,2.5810959372234112
15,3.889609205855534,4.807295427042603,5.0217918293781905,4.866960419055258,4.770187873213111,4.746069885089622,3.980976064641559,5.013060036270674,4.897875219831563,3.60960095860813
16,1.7321324730105818,1.8100063285314931,2.077254603369105,1.74077798136946,1.77115980903991,1.8451420378062773,1.7724663945597992,1.9677984745946342,1.891977974957594,2.063942454590886
17,3.9986947047703967,5.533072407589033,5.192919759362023,5.898616303621988,5.479155641791222,4.861273471542389,4.067023005109303,5.171892320949372,5.551996314949395,3.716591082763415
18,2.780481183227519,3.348733827131136,3.4417585431525906,3.427745687924154,3.323167880742458,3.168013017652207,2.808313444287478,3.350705851521638,3.2796978927637124,2.825579401126744
